slno,userId,handler,title,subscriberCount,videoCount,userViewCount,joinedDate,contentId,contentType,partyName,partyShortName,duration,viewCount,commentCount,text,publishedTime,likeCount,replyCount,parentSlno,grandparentSlno,targetName,languageName,bullyLabel
1227,channelid1094,channelhandler1094,channeltitle1094,0,0,0,2023-12-09,UgzfC2uwAD8tmspMPdd4AaABAg,comment,,,,,,", স্বাধীনতা!",2024-08-16T07:18:28Z,0,0,695,695,general people,bengali,not bully
1228,channelid1095,channelhandler1095,channeltitle1095,0,0,0,2024-07-31,UgwgPGssgGmU9rCEfhV4AaABAg,comment,,,,,,গণ উত্থান এখন কোন কোন রাজনৈতিক দলের স্বার্থে ব্যবহার হচ্ছে হায় রে দুরর্ভাগা কপাল পোড়া বাঙালি,2024-08-16T07:18:22Z,0,0,695,695,general people,bengali,not bully
1229,channelid1096,channelhandler1096,channeltitle1096,0,0,0,2024-06-06,UgzgxgkFUJJYhLGn5m54AaABAg,comment,,,,,,মাদারচোদ তোর ও একই পরিনতি হবে।,2024-08-16T07:18:05Z,0,0,695,695,male,bengali,bully
1230,channelid1097,channelhandler1097,channeltitle1097,0,0,0,2022-01-20,Ugx3Rwx9SkIbd42CkeV4AaABAg,comment,,,,,,গতকাল বলল জানাজা পরানোর সময় আজ বলছে ন্যায্য বিচার করা হবে ১০ দিনই বুঝে ফেলেছে মানুষ,2024-08-16T07:17:59Z,17,0,695,695,people group,bengali,not bully
1231,channelid1098,channelhandler1098,channeltitle1098,0,0,0,2022-05-15,Ugzv5F86rQmmV9jypNt4AaABAg,comment,,,,,,ছাত্রদের গলায় অবশ্যই আইডি কার্ড বাধ্যতামূলক করতে হবে,2024-08-16T07:17:58Z,0,0,695,695,people group,bengali,not bully
1232,channelid1099,channelhandler1099,channeltitle1099,5,0,0,2021-05-30,UgyTM8mG5pCYNjuvyRJ4AaABAg,comment,,,,,,"এই হল তোমাদের স্বাধীনতা, যেখানে সম্মানিত ব্যক্তিকে কানধরে উঠবস করানো হয়, একজন বয়স্ক ব্যক্তিকে প্রকাশ্যে বিবস্ত্র করা হয়, এর চেয়ে ঘৃণিত কাজ আর কী হতে পারে? ধিক্কার জানানোর ভাষাও হারিয়ে ফেলেছি।",2024-08-16T07:17:57Z,15,0,695,695,people group,bengali,not bully
1233,channelid1075,channelhandler1075,channeltitle1075,1,0,0,2024-08-07,Ugzt77ydEBv3fqjxTpF4AaABAg,comment,,,,,,"বাধাগ্রস্ত করার জন্য তো বার বার স্লোগান দিয়ে ছিল,,,",2024-08-16T07:17:49Z,4,0,695,695,general people,bengali,not bully
1234,channelid1100,channelhandler1100,channeltitle1100,0,2,24,2022-05-28,UgzLLEvu1iRWJBmOxyx4AaABAg,comment,,,,,,আমেরিকার ভিসা করা আছে,2024-08-16T07:17:18Z,0,0,695,695,male,bengali,not bully
1235,channelid1101,channelhandler1101,channeltitle1101,1,1,4,2024-05-06,Ugz_rFRPpM0ed7gTTod4AaABAg,comment,,,,,,পোপা কান্ড তাই না খানকির পোলারা,2024-08-16T07:17:11Z,0,0,695,695,male,bengali,bully
1236,channelid1102,channelhandler1102,channeltitle1102,6,0,0,2023-06-29,UgxDida1m5O3JYkpj7J4AaABAg,comment,,,,,,মিথ্যা দিয়ে কখনো সত্য জয় করা যায় না 😢😢 কোটা আন্দোলন সাফল্য অর্জন থেকে একি শুনতে হয় ভূয়া সমন্বয়ক!!?,2024-08-16T07:17:09Z,1,0,695,695,people group,bengali,bully
1237,channelid1103,channelhandler1103,channeltitle1103,0,0,0,2024-07-30,Ugy-x__H33vQFZWoXQZ4AaABAg,comment,,,,,,এই দেখি পুরানো নেতার মত কথা বলছে,2024-08-16T07:16:56Z,1,0,695,695,male,bengali,not bully
1238,channelid1104,channelhandler1104,channeltitle1104,1,0,0,2023-01-11,UgxfZ2jFi1Iva7FJQ554AaABAg,comment,,,,,,একেই বলে স্পষ্ট একজন সময়কার বক্তব্য,2024-08-16T07:16:29Z,0,0,695,695,male,bengali,not bully
1239,channelid1105,channelhandler1105,channeltitle1105,0,0,0,2019-12-18,Ugxe2HY9DygWjhoqtpZ4AaABAg,comment,,,,,,কাদের সিদ্দিকীকে ফুল দিতে না দেওয়ার দায় কী এড়াতে পারেন???,2024-08-16T07:16:23Z,42,1,695,695,male,bengali,not bully
1240,channelid13,channelhandler13,channeltitle13,9,0,0,2020-11-28,Ugxe2HY9DygWjhoqtpZ4AaABAg.A7BiX_L3rBTA7DeoytPSSu,reply,,,,,,"তার ব্যাক্তি অধিকার, আর কাদের সিদ্দিকি কোন খারাপ মানুষ নন, স্বাধীনতা যুদ্ধে তার যে ত্যাগ এবং অবদান, সেই বিষয়ে তোর মত চামচিকার সেটা বোঝার বা অনুধাবন করার যোগ্যতা আছে ❓‼️",2024-08-17T01:22:26Z,0,,1239,695,male,bengali,bully
1241,channelid1106,channelhandler1106,channeltitle1106,0,0,0,2023-01-06,Ugy3ZHloBMSU6AAXwNd4AaABAg,comment,,,,,,তোমরা তো মুক্তিযোদ্ধাদের নিয়েই গেম খেলছো।,2024-08-16T07:16:22Z,4,1,695,695,people group,bengali,bully
1243,channelid1107,channelhandler1107,channeltitle1107,2,0,0,2022-05-27,UgxIzBLbQDgzoNJOKi94AaABAg,comment,,,,,,আপনারা থাকা অবস্থায় এরকম ঘটনা ঘটলে এটা দায় কে নেবে কারণ আপনারা দায়িত্বে আছেন মনে করছি আপনারা একজন দেশ প্রেমিক আদর্শবান হবেন এখন থেকে সেটা উল্টো,2024-08-16T07:15:40Z,5,0,695,695,people group,bengali,not bully
1244,channelid1108,channelhandler1108,channeltitle1108,0,0,0,2024-01-22,UgxUdgv6XFNlba_7of14AaABAg,comment,,,,,,"বুঝেন রাজনীতি করলেই অজিহাতের শেষ নেই, দেখি আরও কি উপহার দেন",2024-08-16T07:15:38Z,3,0,695,695,male,bengali,bully
1245,channelid1109,channelhandler1109,channeltitle1109,0,0,0,2024-03-01,UgxUdc4Ic-Tg6Zv6X954AaABAg,comment,,,,,,১৪ তারিখে তরাই হুংকার দিয়ে ছিলে,2024-08-16T07:15:04Z,0,0,695,695,people group,bengali,bully
1246,channelid1110,channelhandler1110,channeltitle1110,0,0,0,2023-06-22,UgyUQRIzWMmHegv8JRt4AaABAg,comment,,,,,,Sob day nitae hobby,2024-08-16T07:15:03Z,0,0,695,695,general people,romanized bengali,not bully
1247,channelid1111,channelhandler1111,channeltitle1111,0,0,0,2023-07-13,UgzqBcNqiMNaaJ5ViJl4AaABAg,comment,,,,,,আরে ভাই আমরা সাধীন 😅😅😅,2024-08-16T07:15:02Z,0,0,695,695,general people,bengali,not bully
1248,channelid1088,channelhandler1088,channeltitle1088,3,0,0,2023-06-17,UgxIkGUo5vI19yBhH9t4AaABAg,comment,,,,,,😂😂😂😂,2024-08-16T07:15:01Z,0,0,695,695,male,emoji-only,not bully
1249,channelid1101,channelhandler1101,channeltitle1101,1,1,4,2024-05-06,UgySzm-n_s-eT82dOnx4AaABAg,comment,,,,,,আরও অনেক দেখার বাকী আছে,2024-08-16T07:14:53Z,0,0,695,695,general people,bengali,not bully
1250,channelid1112,channelhandler1112,channeltitle1112,0,0,0,2024-05-18,UgwWiqzsYg725lCThyd4AaABAg,comment,,,,,,আর কত চাপা মারবা ভুয়া ছাত্র কতটি বানায়া ভুয়া খুনাখুনি কইরা আওয়ামী লীগের ভাসাইয়া কি লাভ পাইলা তোমরা,2024-08-16T07:14:48Z,0,0,695,695,people group,bengali,bully
1251,channelid1113,channelhandler1113,channeltitle1113,0,2,14,2022-06-29,Ugw5L0W_irrzSxSAJ_R4AaABAg,comment,,,,,,Tora joriyo a sobe kesu korcis,2024-08-16T07:14:36Z,0,0,695,695,people group,romanized bengali,bully
1252,channelid1114,channelhandler1114,channeltitle1114,0,0,0,2024-07-05,Ugx2cr-g9pd4MLe1WGZ4AaABAg,comment,,,,,,Tara karap celo valo kj korany apnara valo kj kora oddar koran r jara etihas mosa falta ci tara koto valo kj korba bojtay parci sattobade kotakr nejaray akon sorkr ccccc,2024-08-16T07:14:00Z,0,0,695,695,people group,romanized bengali,bully
1253,channelid1109,channelhandler1109,channeltitle1109,0,0,0,2024-03-01,UgwqSuyWvJho7VoZ7cZ4AaABAg,comment,,,,,,খাং্্কির ্্পলারা। এসব তদেরই কাজ। মনেরাখিস সব কিছু,2024-08-16T07:13:58Z,0,0,695,695,people group,bengali,bully
1254,channelid1115,channelhandler1115,channeltitle1115,0,0,0,2022-11-25,Ugza35oFXqiR_wGdWaB4AaABAg,comment,,,,,,এরজন্য দায়ী অবসই তোমরা এ হত্যার দায় নিতে হবে,2024-08-16T07:13:58Z,1,0,695,695,people group,bengali,bully
1255,channelid1116,channelhandler1116,channeltitle1116,0,1,15,2024-05-03,UgxxNluWpbjoUit6orh4AaABAg,comment,,,,,,Kothai r kaje,2024-08-16T07:13:50Z,0,0,695,695,general people,romanized bengali,not bully
1256,channelid1117,channelhandler1117,channeltitle1117,28,7,1205,2021-02-16,UgwrJ51KiC59oIiYyFx4AaABAg,comment,,,,,,তোরা কত বড় জালিন তা মানুষ বুজে গেছে তোদের পতন সময়ের ব্যাপার।,2024-08-16T07:12:43Z,0,0,695,695,people group,bengali,bully
1257,channelid1118,channelhandler1118,channeltitle1118,11,8,2065,2024-06-26,UgzY8Ssf9QYTIZ4GD3B4AaABAg,comment,,,,,,তোমার দাদার বয়সী মানুষদেরকে রাস্তায় উলঙ্গ করে কান ধরে উঠবস করাচ্ছো এগুলা তোমরা কোথা থেকে এই শিক্ষা পেয়েছ বলো। এই বিষয়টা নিয়ে মিডিয়ার কথা বলা উচিত,2024-08-16T07:12:18Z,0,0,695,695,people group,bengali,not bully
1258,channelid1119,channelhandler1119,channeltitle1119,0,0,0,2016-08-27,Ugydp7c50LusIrhvmz14AaABAg,comment,,,,,,"চোরকে বলে চুরি কর, মালিক কে বলে সজাগ থাক, এই ধরনের চাই না, সব মিলে আগে যা হতো এখনো তাই হচ্ছে, অন্যের উপর দোষ দেওয়া।",2024-08-16T07:12:18Z,0,0,695,695,general people,bengali,not bully
1259,channelid1120,channelhandler1120,channeltitle1120,0,0,0,2024-04-22,UgzSsPSCmehTJngtDwF4AaABAg,comment,,,,,,বড্ড বিলম্ব হয়ে গেছে। ২৪ এর ১৫ ই আগস্ট একটি কলংক হয়ে থাকল।,2024-08-16T07:12:09Z,0,0,695,695,general people,bengali,not bully
1260,channelid1121,channelhandler1121,channeltitle1121,1,1,6,2022-09-06,Ugwz9geMcx9h-v7yjMJ4AaABAg,comment,,,,,,"তোমার কঠিন সময় অপেক্ষা করছে, এগুলো পরিহার করার জন্য অনুরোধ",2024-08-16T07:12:04Z,5,0,695,695,people group,bengali,not bully
1261,channelid1122,channelhandler1122,channeltitle1122,0,0,0,2021-02-08,UgzuTnhDgt-O7TwJeA54AaABAg,comment,,,,,,তোমরা পালানোর পথ খুঁজে পাবা না। শুধু সময়ের অপেক্ষা।,2024-08-16T07:11:35Z,1,0,695,695,people group,bengali,bully
1262,channelid1123,channelhandler1123,channeltitle1123,0,0,0,2024-07-04,UgxEwOAPsdmscu-71SV4AaABAg,comment,,,,,,"আর প্রধান উপদেষ্টা নীরবতা পালন করতেছে,",2024-08-16T07:11:17Z,1,0,695,695,organization,bengali,not bully
1263,channelid1123,channelhandler1123,channeltitle1123,0,0,0,2024-07-04,Ugw8eqCfOGHlP1-r3fF4AaABAg,comment,,,,,,"হাজার হাজার পুলিশ মারছে যে সেটার কথা বলেন না কেন,",2024-08-16T07:10:58Z,2,0,695,695,male,bengali,not bully
1264,channelid1124,channelhandler1124,channeltitle1124,3,9,115,2023-07-29,UgwBRVEVTOPt0EzVLZl4AaABAg,comment,,,,,,তুমার চেয়ে বড় বাটপার হয়না। সবই হয়েছে তুমার নির্দেশে,2024-08-16T07:10:55Z,35,0,695,695,male,bengali,bully
1265,channelid1125,channelhandler1125,channeltitle1125,1,0,0,2013-11-21,UgwXkt-u5V7gYToMDvV4AaABAg,comment,,,,,,ভেসে যাবেন আপনারা শুধু সময়ের অপেক্ষা। এই দেশের বিদ্যমান সকল দল টিকে থাকবে কিন্তু আপনারা থাকবেন না।,2024-08-16T07:09:35Z,12,0,695,695,people group,bengali,bully
1266,channelid1126,channelhandler1126,channeltitle1126,0,0,0,2015-07-23,UgyXo7hpJOB9hFDYH2N4AaABAg,comment,,,,,,"তোমাদেরযে কি হাল করবে বাঙ্গালী, দিন গুনতে থেকো।",2024-08-16T07:09:32Z,0,0,695,695,people group,bengali,bully
1267,channelid1127,channelhandler1127,channeltitle1127,0,1,506,2024-06-14,UgzPrgYD5V7-9Cq1KWd4AaABAg,comment,,,,,,"তুমি যদি ও আমার ছেলের বয়সী, তারপরও তোমাকে স্যালুট দিতে মন চাইতেছে। তোমরা পারবে নতুন একটি বাংলাদেশ গড়ে তুলতে।",2024-08-16T07:09:11Z,0,1,695,695,male,bengali,not bully
1268,channelid1128,channelhandler1128,channeltitle1128,2,0,0,2021-07-08,UgzPrgYD5V7-9Cq1KWd4AaABAg.A7BhhkshDiNA7BihyGtXgS,reply,,,,,,Kal akta Bap ar bosoyar Manus ar satha jaa holo.... Tar pora Adar debo sonman... Thuu Thuu... Onnar ma baba ka ja sonman dai na tar sonman pauyar kono odhikar nai. Thuu Mirfajor,2024-08-16T07:17:57Z,0,,1267,695,male,romanized bengali,bully
1269,channelid1129,channelhandler1129,channeltitle1129,0,0,0,2023-05-25,Ugy4vnWZxMAz5ZN5f6F4AaABAg,comment,,,,,,তোর নির্দেশে গতকাল হামলা হয়েছে,2024-08-16T07:08:54Z,4,0,695,695,male,bengali,bully
1270,channelid1130,channelhandler1130,channeltitle1130,2,0,0,2023-10-20,UgyGXK_V6K36PYNPHfl4AaABAg,comment,,,,,,বান্দর এর হাতে পরমানু বোমা প রলে কি আর করবে বান্দর দের রাজা,2024-08-16T07:08:53Z,0,0,695,695,male,bengali,bully
1271,channelid1131,channelhandler1131,channeltitle1131,0,0,0,2021-02-08,Ugxf_6r_KTLRDwuMJMt4AaABAg,comment,,,,,,No more,2024-08-16T07:08:32Z,0,0,695,695,male,english,not bully
1272,channelid1132,channelhandler1132,channeltitle1132,0,0,0,2023-09-13,UgzPgKtRCVbDO0AtR_p4AaABAg,comment,,,,,,"দুঃখ জনক। ধানমন্ডি ৩২ এর বাড়ি টা, এটা বঙ্গবন্ধুর স্মৃতি বিজড়িত বাড়ি এবং বাংলাদেশের সকল আন্দোলন, স্বাধীনতা সহ একাত্তরের স্মৃতি বিজড়িত বাড়ি। এই স্মৃতি বিজড়িত বাড়ি টাকে কারা আগুন লাগিয়ে, ধ্বংস করেছে, এটা জাতি জানতে চায়। ধানমন্ডি ৩২ এর বাড়িতে, এই এই বয়স্ক মানুষ টা শ্রদ্ধা নিবেদন করতে যেতে চেয়েছেন। এই বয়স্ক টা মানুষ টাকে বিবস্ত্র করে, কান ধরে, উঠা বসা করা, এইটা খুব দুঃখ জনক। বঙ্গবীর কাদের সিদ্দিকীর গাড়িতে ভাঙচুর করে, এই ছাত্ররা কি জানান দিচ্ছে। জাতি জানতে চায়।",2024-08-16T07:08:23Z,0,0,695,695,people group,bengali,not bully
1273,channelid1133,channelhandler1133,channeltitle1133,6,14,273,2016-10-02,UgzzwYcYDt_jrriBn_p4AaABAg,comment,,,,,,তুমি বৈষম্য বলো বৈষম্য বিরোধী আন্দোলন করেছো কিন্তু তুমি বড় বৈষম্য আচরণ করেছ ধানমন্ডি 32,2024-08-16T07:08:18Z,0,0,695,695,male,code-mix,bully
1274,channelid1123,channelhandler1123,channeltitle1123,0,0,0,2024-07-04,UgwFfSc1f3LqiCbaI-R4AaABAg,comment,,,,,,আমরা চাই আপনারা নিরপেক্ষভাবে দেশ শাসন করেন দলকে একচেটিয়া দোষারোপ করে শাসন করবেনা া,2024-08-16T07:07:55Z,0,0,695,695,organization,bengali,not bully
1275,channelid1134,channelhandler1134,channeltitle1134,10,37,3481,2018-07-16,UgxxZrp6n1fs53Ndzlp4AaABAg,comment,,,,,,এটা কোন স্বাধীন দেশ হতে পারে না,2024-08-16T07:07:38Z,2,0,695,695,general people,bengali,not bully
1276,channelid1135,channelhandler1135,channeltitle1135,1,0,0,2020-08-17,Ugz5ONeWgr94HHwpHm54AaABAg,comment,,,,,,লেজে গবরে অবস্থা চলছে।,2024-08-16T07:07:37Z,0,0,695,695,people group,bengali,bully
1277,channelid1136,channelhandler1136,channeltitle1136,0,0,0,2020-07-10,UgwvcCcGCHYrMjp07Fx4AaABAg,comment,,,,,,কথা আর কাজে মিল নাই,2024-08-16T07:07:33Z,0,0,695,695,people group,bengali,not bully
1278,channelid1137,channelhandler1137,channeltitle1137,0,0,0,2024-04-23,UgzDDgdV1RDSPLf0-wd4AaABAg,comment,,,,,,তা হলে জনমতে বলেন কত জন সময়নয়কারি মুলত বাকি বয়কট করেন,2024-08-16T07:07:30Z,0,0,695,695,male,bengali,not bully
1279,channelid1138,channelhandler1138,channeltitle1138,1,0,0,2024-08-06,Ugye_NrbUseG9nMNuO94AaABAg,comment,,,,,,তোরা সুযোগ করে দিয়েছিস ওদের,2024-08-16T07:07:29Z,1,0,695,695,people group,bengali,bully
1280,channelid1123,channelhandler1123,channeltitle1123,0,0,0,2024-07-04,UgynBe_hL-epn2_Pgx94AaABAg,comment,,,,,,আপনাদের ছাত্ররা এত বেয়াদব,2024-08-16T07:07:16Z,0,0,695,695,people group,bengali,bully
1281,channelid1139,channelhandler1139,channeltitle1139,1,0,0,2023-12-12,UgxrcdpI8Qf66YXh9894AaABAg,comment,,,,,,কথায় বড় কাজে বড় হয়ে দেখা,2024-08-16T07:07:09Z,0,0,695,695,male,bengali,not bully
1282,channelid1140,channelhandler1140,channeltitle1140,0,2,1,2024-08-13,UgzoxZ5WK4xpcwzLK-94AaABAg,comment,,,,,,"মাদার চোদ তোরে জুতা পিটা করা দরকার, হামলা করার পর তেলবাজী করতে আইছো",2024-08-16T07:07:09Z,0,0,695,695,male,bengali,bully
1283,channelid1141,channelhandler1141,channeltitle1141,91,48,15840,2015-03-21,UgxyGzufxfC0NNs-A-R4AaABAg,comment,,,,,,"শুধু ভুয়া বললেই তো সবকিছু শেষ হয়ে যায় না যেসব ভুয়া সমন্বয়ক আপনাদের এই স্পিরিটকে নষ্ট করতেছে, ওইসব ভুয়া সমন্বয়কদের জন্য আপনাদের পরবর্তী পদক্ষেপ কি, এটা জানালে আরো খুশি হতাম....??",2024-08-16T07:07:08Z,3,0,695,695,people group,bengali,not bully
1284,channelid1128,channelhandler1128,channeltitle1128,2,0,0,2021-07-08,UgwJ3nJj7uuRhqqXfvt4AaABAg,comment,,,,,,Just Stop.... Just stop.... Ar sunta chaina apnard boro boro dialogue. Bazar jan.. Jaya dakhan sob Free pauya jacha. Khub joldi sobai 6bala vat khabo.,2024-08-16T07:07:08Z,0,0,695,695,people group,romanized bengali,bully
1285,channelid1142,channelhandler1142,channeltitle1142,0,0,0,2024-05-17,UgyzBudgCCGSfFsIxL94AaABAg,comment,,,,,,Jekanei aouamilige sekanei bikkob ke bolecilo,2024-08-16T07:06:58Z,0,0,695,695,male,romanized bengali,not bully
1286,channelid1143,channelhandler1143,channeltitle1143,938,229,311135,2023-03-11,UgwBd-nuhVkIcjYPB0N4AaABAg,comment,,,,,,সারজিক কে বিচারের আওতাই আনা হোক,2024-08-16T07:06:51Z,1,0,695,695,male,bengali,bully
1287,channelid1144,channelhandler1144,channeltitle1144,1,0,0,2021-03-28,UgzgV8YfVRtKdc6gPP14AaABAg,comment,,,,,,😊এই ছেলে গুলাকে দেখে দেখে ধরে আইনের আওতায় আনা হোক ছাত্র নামে কলঙ্ক এরা সন্ত্রাসী।।,2024-08-16T07:06:24Z,0,0,695,695,people group,bengali,bully
1288,channelid1145,channelhandler1145,channeltitle1145,0,0,0,2023-09-26,Ugy2Llu0Q0YCtyq1eTJ4AaABAg,comment,,,,,,তোমারাই দায়ী,2024-08-16T07:06:14Z,0,0,695,695,people group,bengali,bully
1289,channelid1146,channelhandler1146,channeltitle1146,0,0,0,2021-08-03,UgyqEADZHYMeilfxLvt4AaABAg,comment,,,,,,ভালো রাজনীতি শিখে গেছেন মনে রাখেন এটার ফল একদিন আপনাকে ও বোক করতে হবে।,2024-08-16T07:06:06Z,8,1,695,695,male,bengali,bully
1290,channelid1074,channelhandler1074,channeltitle1074,0,0,0,2024-08-11,UgyqEADZHYMeilfxLvt4AaABAg.A7BhMA8nEXQA7BlCBnlGBu,reply,,,,,,এই শেখ হাসিনা সরকারের আমলে যারা ফেরাউন সেজে জালিমের মত মানুষ কে কষ্ট দিয়েছে। আল্লাহ নিজে এই জালিম শেখ হাসিনা কে ধবংস করেছে।,2024-08-16T07:39:41Z,1,,1289,695,female,bengali,bully
1291,channelid1147,channelhandler1147,channeltitle1147,4,0,0,2024-07-29,UgwzjHEuMCLIgsGkcMZ4AaABAg,comment,,,,,,তোমারা আওয়ামীলীগের থেকে খারাপ শিকার করনা কেন ঐ বৃদ্ধা নাকি হার্ট অ্যাটাকে মারা গেছে,2024-08-16T07:06:05Z,0,0,695,695,people group,bengali,bully
1292,channelid1148,channelhandler1148,channeltitle1148,1,1,5,2024-08-03,UgzEIj5BptAm7GYSq9x4AaABAg,comment,,,,,,এত বেশি লাই ছাত্রদেরকে দেওয়া ঠিক হয় নাই,2024-08-16T07:06:00Z,8,0,695,695,people group,bengali,bully
1293,channelid1149,channelhandler1149,channeltitle1149,2,0,0,2024-03-12,Ugze8b4qhtpZFKCW0El4AaABAg,comment,,,,,,"তুই সব ছাত্র দের ব্যবহার করছিস, ভিডিও দেখিস না কে করেছে সাহস থাকলে তাদের কে ধর, হালকা সময়ে চুল পাকলে কষ্ট অনেক সময় ভুকতে হয়, তোর হবে সেরকম হাল",2024-08-16T07:05:43Z,0,0,695,695,people group,bengali,bully
1294,channelid1150,channelhandler1150,channeltitle1150,0,0,0,2024-06-29,UgyQqQ9idRDfkTtj7_94AaABAg,comment,,,,,,আপনারা ভিডিও ফুটেছ দেখে এদের শাতি দেওয়া হোক দেখি আপনাদের কেমন বিচার ব্যবসতা,2024-08-16T07:05:26Z,0,0,695,695,people group,bengali,not bully
1295,channelid1151,channelhandler1151,channeltitle1151,3,0,0,2023-02-24,Ugyk7WO7SHNbz_q4BXt4AaABAg,comment,,,,,,"Mirjafor,,,,,",2024-08-16T07:05:24Z,0,0,695,695,male,romanized bengali,bully
1296,channelid1138,channelhandler1138,channeltitle1138,1,0,0,2024-08-06,Ugw2hGCQggyB27axVUt4AaABAg,comment,,,,,,এই জানুয়ার তোরা কী করছিস এখন,2024-08-16T07:05:19Z,0,0,695,695,male,bengali,bully
1297,channelid1152,channelhandler1152,channeltitle1152,0,0,0,2022-07-30,Ugy38WUsbr72ETfIeLJ4AaABAg,comment,,,,,,"১৫ বছরের লুটপাট নৈরাজ্য দেখে যারা হতাশ হননি তারা দেখি দুদিনে হতাশ হয়ে যাচ্ছেন। স্বৈরাচার তো সুন্দর কোন সমাজ ব্যবস্থা রেখে যায়নি, যে আপনি সুঘ্রান পাবেন। সমাজটা গড়ুন, সুঘ্রাণ পাবেন।",2024-08-16T07:04:52Z,0,0,695,695,people group,bengali,not bully
1298,channelid1153,channelhandler1153,channeltitle1153,3,2,15,2020-04-19,UgysiYJnn-SHkeOPxdJ4AaABAg,comment,,,,,,ছাত্র সমাজের উপর আর বিশ্বাস নেই।,2024-08-16T07:04:51Z,0,0,695,695,people group,bengali,bully
1299,channelid1154,channelhandler1154,channeltitle1154,1,0,0,2021-01-27,Ugy_ZSjToTCWn9cfu6x4AaABAg,comment,,,,,,স্বার্থপর চেলাসবার মাথায় কাঠাল ভাংগা লোক,2024-08-16T07:04:40Z,0,0,695,695,male,bengali,bully
1300,channelid1155,channelhandler1155,channeltitle1155,5,0,0,2018-01-18,Ugxghn8U-pLtN5RulHF4AaABAg,comment,,,,,,মোনাফেক এর বিশ্বাস নেই ইনশাআল্লাহ।।।,2024-08-16T07:04:39Z,0,0,695,695,general people,bengali,not bully
1301,channelid1156,channelhandler1156,channeltitle1156,1,0,0,2020-05-11,UgxTYWRk4r3oRXCQNlp4AaABAg,comment,,,,,,ভালো হয়েজাও সময় টিভি।,2024-08-16T07:04:30Z,0,0,695,695,organization,bengali,not bully
1302,channelid1151,channelhandler1151,channeltitle1151,3,0,0,2023-02-24,UgxLG3sSQXaRmT2KcrZ4AaABAg,comment,,,,,,😂😂😂😂😂,2024-08-16T07:04:17Z,0,0,695,695,male,emoji-only,not bully
1303,channelid1157,channelhandler1157,channeltitle1157,81,17,4191,2020-02-26,Ugw-_oXUcMuIYtJeRZ14AaABAg,comment,,,,,,দেশটাকে অরাজকতার কারখানা বানিয়ে ফেলেছে,2024-08-16T07:04:16Z,0,0,695,695,people group,bengali,bully
1304,channelid1158,channelhandler1158,channeltitle1158,101,33,1989,2024-07-28,UgztfMoO8mXo0ZKZyuZ4AaABAg,comment,,,,,,"সম্মানিত, সরজিস, সাহেব, যে কথা, গুলো, বলেছেন, সত্যিকারের, সাধারণ মানুষের দুঃখ কষ্ট বোঝেন, তাই, তারা, কারো সাথে অন্যায় ভাবে, কিছু করবে, সেটা কিন্তু তারা মেনে নেবে না, তার কথায়, সেটি স্পষ্ট বোঝা যাচ্ছে।",2024-08-16T07:04:09Z,0,0,695,695,people group,bengali,not bully
1305,channelid1159,channelhandler1159,channeltitle1159,2,6,43,2021-08-05,UgwvznFmiDg5VqdFUL54AaABAg,comment,,,,,,মাদারী তুই লিডার,2024-08-16T07:04:01Z,0,0,695,695,male,bengali,bully
1306,channelid1160,channelhandler1160,channeltitle1160,0,0,0,2024-08-12,UgzWDYyR0Vq6SYjG6rl4AaABAg,comment,,,,,,এটাও দেখি বোদাই,2024-08-16T07:04:00Z,0,0,695,695,male,bengali,bully
1307,channelid1161,channelhandler1161,channeltitle1161,0,0,0,2023-06-19,UgwqLuUxquvHiECU0ZZ4AaABAg,comment,,,,,,এইটা আরেক টা জয় তোমি কে বাল ছাল মাগির ছেলে,2024-08-16T07:03:58Z,0,0,695,695,male,bengali,bully
1308,channelid1162,channelhandler1162,channeltitle1162,508,5,104069,2016-12-17,Ugy6NmyGjkJAFzf_pJF4AaABAg,comment,,,,,,ওহো আগের দিন বলল যে আওয়ামী লীগের বিরুদ্ধে ব্যবস্থা নেওয়া হবে শোক দিবস পালন করার চেষ্টা করলে আজকে আবার অস্বীকার করতাছে এরা ভবিষ্যতের নেতা হলে দেশটারে লুটেপুটে খাবে আর বলবে যে আমরা কিছু করিনি,2024-08-16T07:03:50Z,0,0,695,695,organization,bengali,bully
1309,channelid1163,channelhandler1163,channeltitle1163,15,4,241,2018-05-11,UgzwM16Xdx0I_BMM5Wl4AaABAg,comment,,,,,,উস্কানি দিয়ে ভালো সাজছেন। তাদের বিরুদ্ধে ব্যবস্থা কেনো নিলেন না?,2024-08-16T07:03:37Z,11,0,695,695,people group,bengali,bully
1310,channelid1164,channelhandler1164,channeltitle1164,0,0,0,2015-10-09,UgzfHLT6_BjC0fN4Be54AaABAg,comment,,,,,,এর দায় আপনার এড়াতে পারবেন না,2024-08-16T07:03:23Z,1,0,695,695,people group,bengali,not bully
1311,channelid1165,channelhandler1165,channeltitle1165,0,0,0,2023-11-06,UgxqtpUH4XpBhQcat-B4AaABAg,comment,,,,,,কথা না বলে বাবা কসজে প্রমান দাও। টোকাইদের দোষ দিয়ে লাভ নেই। এই পরিস্থতির জন্য তোমরাই দায়ী। তেমরা দেখিয়ে দিছ কার ইশরায় তোমরা আন্দলোন করছ।,2024-08-16T07:03:22Z,1,0,695,695,people group,bengali,bully
